ID,ID_PGDP,group,family,genus,species,subspecies,species_full,species_short,species_genotyping,reference,SEX,len_chrA,len_chrA_contigs_shorter_than_1Mb,len_chrX,len_chrX_contigs_shorter_than_1Mb,len_chrY,len_chrY_contigs_shorter_than_1Mb,total_seq_chrA,total_seq_chrX,total_seq_chrY,len_cov_chrA,len_cov_chrX,len_cov_chrY,frac_cov_chrA,frac_cov_chrX,frac_cov_chrY,frac_cov_gw,rel_frac_cov_YX,nonN_frac,frac_cov_gw_cor,threshold,threshold_chrX,good_frac_cov,cov_chrA,cov_chrX,cov_chrY,cov_gw,rel_cov_chrX,gSEX,gSEX_source,callable_chrA,callable_chrX,GT00_chrA,GT01_chrA,GT11_chrA,GTmis_chrA,GT00_chrX,GT0_chrX,GT01_chrX,GT11_chrX,GT1_chrX,GTmis_chrX,het_chrA,het_chrX,rel_chrX_het,hom_alt_chrA,hom_alt_chrX,hem_alt_chrX,rel_chrX_hom_alt,mis_chrA,mis_chrX,div_chrA,clade,subclade_split,sample_used_for_q,q25_div_chrA,q50_div_chrA,q75_div_chrA,q25_frac_cov_chrA,q50_frac_cov_chrA,q75_frac_cov_chrA,zscore_div_chrA,zscore_frac_cov_chrA,dupl_group,remove_as_duplicate,low_mis,low_frac_cov_qc,high_div_chrA_qc,high_mis_qc,low_div_chrA_qc,masterQC,manual_fix,reason,finalQC,Kuderna_AB_QC,Kuderna_COV_QC,relatives,remove_as_relative,generation,founder,remove_manual,pedigree_source,MQ1kb,MQ1Mb,total_reads,mapped_reads,properly_paired_reads,f_mapped_reads
PD_0030,PD_0030,OWM,Cercopithecidae,Allochrocebus,preussi,ssp,Allochrocebus_preussi_ssp,A.preussi_ssp,Allochrocebus_preussi_ssp,Chlorocebus_sabaeus,F,2877854980,237540105.0,151995219.0,0.0,,,89324689421.0,4769639885.0,,2798697602,148670898.0,,0.9725,0.9781,,0.9728,,1.0,0.9728,0.9,0.9,True,31.9165,32.0819,,31.9249,1.0052,F,chrX,2438721709,133446244.0,0,6980021,21799918,479623,0.0,,154529.0,980049.0,,18382.0,0.0028622,0.001158,0.4045844,0.0089391,0.0073441,,0.821578,0.0001967,0.0001377,0.0103702,Chlorocebus_sabaeus_ssp7,0.0,True,0.0103702,0.0103784,0.0103986,0.9725,0.9754,0.9767,-0.2903,-0.6905,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,49.6028,53.1692,701145802,685053980,649975930,0.977
PD_0031,PD_0031,OWM,Cercopithecidae,Allochrocebus,solatus,ssp,Allochrocebus_solatus_ssp,A.solatus_ssp,Allochrocebus_solatus_ssp,Chlorocebus_sabaeus,M,2877854980,237540105.0,151995219.0,0.0,,,88537086946.0,2462774798.0,,2796766114,148558718.0,,0.9718,0.9774,,0.9721,,1.0,0.9721,0.9,0.9,True,31.657,16.5778,,30.8964,0.5237,M,chrX,2378211982,123926298.0,0,7968381,20697908,581216,,0.0,,,978173.0,0.0,0.0033506,,,0.0087031,,0.0078932,,0.0002444,0.0,0.0103784,Chlorocebus_sabaeus_ssp7,0.0,True,0.0103702,0.0103784,0.0103986,0.9725,0.9754,0.9767,0.0,-0.8571,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,49.2202,52.7356,697349600,680765088,648538026,0.976
PD_0032,PD_0032,OWM,Cercopithecidae,Cercopithecus,ascanius,ssp,Cercopithecus_ascanius_ssp,C.ascanius_ssp,Cercopithecus_ascanius_ssp,Cercopithecus_mitis,F,2003262358,558554759.0,124140858.0,0.0,,,68199519167.0,4169364362.0,,1968962280,121901163.0,,0.9829,0.982,,0.9828,,0.9911,0.9916,0.9,0.9,True,34.6373,34.2028,,34.612,0.9875,F,chrX,1919535846,118796902.0,19393917,12559029,11842023,1143278,632274.0,,460769.0,566777.0,,51172.0,0.0065427,0.0038786,0.5928138,0.0061692,0.004771,,0.7733524,0.0005956,0.0004308,0.0094406,Cercopithecus_mitis_ssp3,0.0,True,0.0093938,0.0094102,0.0094336,0.9829,0.983,0.9832,0.7642,-0.4,PD_0032,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.9109,57.7402,701498180,676839347,628612942,0.965
PD_0033,PD_0033,OWM,Cercopithecidae,Cercopithecus,nictitans,ssp,Cercopithecus_nictitans_ssp,C.nictitans_ssp,Cercopithecus_nictitans_ssp,Cercopithecus_mitis,M,2003262358,558554759.0,124140858.0,0.0,,,74056923176.0,2400470394.0,,1975851040,122310661.0,,0.9863,0.9853,,0.9863,,0.9911,0.9952,0.9,0.9,True,37.481,19.626,,36.4402,0.5236,M,chrX,1920636492,119135420.0,10019660,8157026,7810094,589915,,259161.0,,,415872.0,5489.0,0.004247,,,0.0040664,,0.0034908,,0.0003071,4.61e-05,0.0061899,Cercopithecus_mitis_ssp2,0.0,True,0.0061762,0.0061876,0.0061888,0.9862,0.9863,0.9863,0.1827,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,57.0843,57.8222,720851166,699223602,656057000,0.97
PD_0034,PD_0034,OWM,Cercopithecidae,Erythrocebus,patas,ssp,Erythrocebus_patas_ssp,E.patas_ssp,Erythrocebus_patas_ssp,Chlorocebus_sabaeus,M,2877854980,237540105.0,151995219.0,0.0,,,87419932114.0,2582880138.0,,2804401075,148974281.0,,0.9745,0.9801,,0.9748,,1.0,0.9748,0.9,0.9,True,31.1724,17.3378,,30.4746,0.5562,M,chrX,2480589284,135229777.0,9868394,3745731,23353957,956148,,371160.0,,,1032946.0,24132.0,0.00151,,,0.0094147,,0.0076385,,0.0003855,0.0001785,0.0101697,Chlorocebus_sabaeus_ssp6,0.0,True,0.0101659,0.0101786,0.0102218,0.9741,0.9746,0.9757,-0.1604,-0.0952,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,48.4551,51.9335,713718144,695071595,660720694,0.974
PD_0035,PD_0035,APE,Hylobatidae,Hylobates,klossii,ssp,Hylobates_klossii_ssp,H.klossii_ssp,Hylobates_klossii_ssp,Hylobates_pileatus,M,2676710348,18752101.0,155938858.0,0.0,,,102000000000.0,3100301264.0,,2630427123,150741860.0,,0.9827,0.9667,,0.9818,,1.0,0.9818,0.9,0.9,True,38.8431,20.567,,37.8525,0.5295,M,chrX,2343983498,127001504.0,0,3132979,14767176,272695,,0.0,,,689790.0,0.0,0.0013366,,,0.0063,,0.0054314,,0.0001163,0.0,0.0069683,Hylobates_pileatus_ssp3,0.0,True,0.0069334,0.0069437,0.0069636,0.9828,0.9832,0.9836,0.8182,-0.5625,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.5576,55.6619,761723954,738969899,714429786,0.97
PD_0036,PD_0036,APE,Hylobatidae,Hylobates,abbotti,ssp,Hylobates_abbotti_ssp,H.abbotti_ssp,Hylobates_abbotti_ssp,Hylobates_pileatus,M,2676710348,18752101.0,155938858.0,0.0,,,103000000000.0,3110599474.0,,2631023275,150751312.0,,0.9829,0.9667,,0.982,,1.0,0.982,0.9,0.9,True,38.9836,20.634,,37.9892,0.5293,M,chrX,2335126726,126535638.0,0,7688300,12342549,415153,,0.0,,,698831.0,0.0,0.0032925,,,0.0052856,,0.0055228,,0.0001778,0.0,0.0069318,Hylobates_pileatus_ssp3,0.0,True,0.0069334,0.0069437,0.0069636,0.9828,0.9832,0.9836,-0.3919,-0.3125,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.5847,55.688,770964224,749836202,727250512,0.973
PD_0037,PD_0037,APE,Hylobatidae,Nomascus,concolor,ssp,Nomascus_concolor_ssp,N.concolor_ssp,Nomascus_concolor_ssp,Nomascus_leucogenys,M,2602686925,100534466.0,140746521.0,0.0,,,85664892043.0,2362233267.0,,2581906672,138424011.0,,0.992,0.9835,,0.9916,,0.9947,0.9969,0.9,0.9,True,33.1789,17.0652,,32.359,0.5143,M,chrX,2382241573,113404712.0,0,4106934,5867464,435232,,0.0,,,283642.0,0.0,0.001724,,,0.002463,,0.0025011,,0.0001827,0.0,0.003325,Nomascus_leucogenys_ssp3,0.0,True,0.0035204,0.0037159,0.0037359,0.9915,0.9917,0.9918,-1.8143,0.8571,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,54.8346,56.0559,748353250,720742126,694135812,0.963
PD_0038,PD_0038,OWM,Cercopithecidae,Presbytis,melalophos,mitrata,Presbytis_melalophos_mitrata,P.melalophos_mitrata,Presbytis_melalophos_ssp,Rhinopithecus_roxellana,F,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,101000000000.0,4962686362.0,221299687.0,2667357105,145101936.0,4123022.0,0.9547,0.9387,0.2648,0.9503,0.2821,0.9999,0.9504,0.9,0.9,True,37.8502,34.2014,53.6741,37.6854,0.9036,F,chrX,2361461057,124698884.0,0,4501433,29195578,467204,0.0,,111955.0,1386490.0,,21616.0,0.0019062,0.0008978,0.4709892,0.0123634,0.0111187,,0.8993275,0.0001978,0.0001733,0.0133165,Rhinopithecus_roxellana_ssp5,0.0,True,0.0133179,0.0133194,0.0133209,0.954,0.9542,0.9545,-1.0,1.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,54.413,55.5945,767886200,733248671,688396280,0.955
PD_0039,PD_0039,OWM,Cercopithecidae,Piliocolobus,badius,ssp,Piliocolobus_badius_ssp,P.badius_ssp,Piliocolobus_badius_ssp,Piliocolobus_tephrosceles,M,2666380049,175387431.0,124784682.0,0.0,26487806.0,0.0,98197399444.0,2057159879.0,514586087.0,2586400891,112028771.0,23342715.0,0.97,0.8978,0.8813,0.966,0.9816,0.9707,0.9952,0.9,0.9,True,37.9668,18.3628,22.0448,37.0234,0.4837,M,chrX,2223142890,172797746.0,0,7424142,8914410,417730,,0.0,,,396337.0,0.0,0.0033395,,,0.0040098,,0.0022936,,0.0001879,0.0,0.0056796,Piliocolobus_tephrosceles_ssp3,0.0,True,0.0056796,0.0056796,0.0056796,0.97,0.97,0.97,0.0,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.1498,57.0708,786681726,764312873,736540138,0.972
PD_0040,PD_0040,OWM,Cercopithecidae,Lophocebus,aterrimus,ssp,Lophocebus_aterrimus_ssp,L.aterrimus_ssp,Lophocebus_aterrimus_ssp,Papio_anubis,M,2591506774,126344179.0,142711495.0,0.0,8309885.0,0.0,88225178338.0,2432517381.0,209577219.0,2555318160,137412137.0,7682111.0,0.986,0.9629,0.9245,0.9846,0.9601,0.9992,0.9854,0.9,0.9,True,34.5261,17.7023,27.2812,33.6494,0.5127,M,chrX,2405231800,127926721.0,6723240,5142408,13334953,511415,,143503.0,,,599009.0,4672.0,0.002138,,,0.0055441,,0.0046824,,0.0002126,3.65e-05,0.0066131,Papio_anubis_ssp8,0.0,True,0.0066058,0.0066131,0.0066156,0.9857,0.986,0.9862,0.0,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.2607,56.6527,690034346,668285810,632015584,0.968
PD_0041,PD_0041,OWM,Cercopithecidae,Cercopithecus,cephus,ssp,Cercopithecus_cephus_ssp,C.cephus_ssp,Cercopithecus_cephus_ssp,Cercopithecus_mitis,M,2003262358,558554759.0,124140858.0,0.0,,,65598232531.0,2139959035.0,,1969572038,121356225.0,,0.9832,0.9776,,0.9829,,0.9911,0.9917,0.9,0.9,True,33.3058,17.6337,,32.3962,0.5294,M,chrX,1917481403,118066388.0,15029092,13001324,11574602,1110633,,437828.0,,,801679.0,15700.0,0.0067804,,,0.0060364,,0.0067901,,0.0005792,0.000133,0.0094266,Cercopithecus_mitis_ssp3,0.0,True,0.0093938,0.0094102,0.0094336,0.9829,0.983,0.9832,0.4116,0.8,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.7875,57.5775,672137092,648335755,600099914,0.965
PD_0042,PD_0042,OWM,Cercopithecidae,Cercopithecus,mona,ssp,Cercopithecus_mona_ssp,C.mona_ssp,Cercopithecus_mona_ssp,Cercopithecus_mitis,F,2003262358,558554759.0,124140858.0,0.0,,,67462734503.0,4246673071.0,,1969145530,121952639.0,,0.983,0.9824,,0.9829,,0.9911,0.9917,0.9,0.9,True,34.2599,34.8223,,34.2927,1.0164,F,chrX,1908101384,118313309.0,18670240,6071216,18239495,1092845,665239.0,,197336.0,902251.0,,55418.0,0.0031818,0.0016679,0.5242018,0.009559,0.0076259,,0.7977786,0.0005727,0.0004684,0.0111499,Cercopithecus_mitis_ssp5,0.0,True,0.0109744,0.0109931,0.0111087,0.9829,0.983,0.9832,1.1667,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.8412,57.6375,689046484,663922728,623039886,0.964
PD_0043,PD_0043,OWM,Cercopithecidae,Cercopithecus,campbelli,lowei,Cercopithecus_campbelli_lowei,C.campbelli_lowei,Cercopithecus_campbelli_ssp,Cercopithecus_mitis,M,2003262358,558554759.0,124140858.0,0.0,,,72890645989.0,2425661520.0,,1972373548,121913816.0,,0.9846,0.9821,,0.9844,,0.9911,0.9932,0.9,0.9,True,36.9558,19.8965,,35.9627,0.5384,M,chrX,1897366206,116488196.0,4790301,11448113,15353267,793825,,119855.0,,,993942.0,5695.0,0.0060337,,,0.0080919,,0.0085326,,0.0004184,4.89e-05,0.0111087,Cercopithecus_mitis_ssp5,0.0,True,0.0109744,0.0109931,0.0111087,0.9829,0.983,0.9832,0.8604,5.3333,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.7545,57.5294,722357164,694886676,651644656,0.962
PD_0044,PD_0044,OWM,Cercopithecidae,Macaca,siberu,ssp,Macaca_siberu_ssp,M.siberu_ssp,Macaca_siberu_ssp,Macaca_nemestrina,M,2886776318,50283601.0,159757194.0,557167.0,18418641.0,495723.0,102000000000.0,2925195406.0,336695348.0,2827151437,156815082.0,17422650.0,0.9793,0.9816,0.9459,0.9793,0.9637,1.0,0.9793,0.9,0.9,True,36.124,18.6538,19.3252,35.1137,0.5164,M,chrX,2529205717,136801416.0,0,2872638,7793417,180981,,0.0,,,319542.0,0.0,0.0011358,,,0.0030814,,0.0023358,,7.16e-05,0.0,0.0036493,Macaca_nemestrina_ssp2,0.0,True,0.0036415,0.0036505,0.003656,0.9813,0.9842,0.9886,-0.0824,-0.6712,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,54.797,55.6034,756551466,743136063,727145312,0.982
PD_0045,PD_0045,OWM,Cercopithecidae,Piliocolobus,gordonorum,ssp,Piliocolobus_gordonorum_ssp,P.gordonorum_ssp,Piliocolobus_gordonorum_ssp,Piliocolobus_tephrosceles,M,2666380049,175387431.0,124784682.0,0.0,26487806.0,0.0,96564855302.0,2297286592.0,583291247.0,2584622192,112747453.0,23824727.0,0.9693,0.9035,0.8995,0.9658,0.9955,0.9707,0.995,0.9,0.9,True,37.3613,20.3755,24.4826,36.5448,0.5454,M,chrX,2379688107,189507976.0,0,2073628,4574980,122847,,0.0,,,145305.0,0.0,0.0008714,,,0.0019225,,0.0007667,,5.16e-05,0.0,0.0023582,Piliocolobus_tephrosceles_ssp2,0.0,True,0.0023695,0.0023808,0.002392,0.9685,0.9688,0.969,-1.0,1.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.5153,57.4112,780268820,768785328,749899026,0.985
PD_0046,PD_0046,OWM,Cercopithecidae,Piliocolobus,kirkii,ssp,Piliocolobus_kirkii_ssp,P.kirkii_ssp,Piliocolobus_kirkii_ssp,Piliocolobus_tephrosceles,M,2666380049,175387431.0,124784682.0,0.0,26487806.0,0.0,94092425425.0,2139425404.0,576005353.0,2581677220,112132724.0,23483107.0,0.9682,0.8986,0.8866,0.9644,0.9866,0.9707,0.9935,0.9,0.9,True,36.4462,19.0794,24.5285,35.6266,0.5235,M,chrX,2376773263,186980090.0,0,2008010,4708134,120973,,0.0,,,146189.0,0.0,0.0008448,,,0.0019809,,0.0007818,,5.09e-05,0.0,0.0024033,Piliocolobus_tephrosceles_ssp2,0.0,True,0.0023695,0.0023808,0.002392,0.9685,0.9688,0.969,1.0,-1.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.592,57.5317,756587162,745167601,726355906,0.985
PD_0047,PD_0047,OWM,Cercopithecidae,Piliocolobus,tephrosceles,ssp,Piliocolobus_tephrosceles_ssp,P.tephrosceles_ssp,Piliocolobus_tephrosceles_ssp,Piliocolobus_tephrosceles,M,2666380049,175387431.0,124784682.0,0.0,26487806.0,0.0,95610903525.0,2197763050.0,555757944.0,2582405214,112689580.0,23809984.0,0.9685,0.9031,0.8989,0.965,0.9954,0.9707,0.9941,0.9,0.9,True,37.024,19.5028,23.3414,36.178,0.5268,M,chrX,2381936575,189803926.0,0,2643590,3631082,113634,,0.0,,,122184.0,0.0,0.0011098,,,0.0015244,,0.0006437,,4.77e-05,0.0,0.0020793,Piliocolobus_tephrosceles_ssp1,0.0,True,0.0020793,0.0020793,0.0020793,0.9685,0.9685,0.9685,0.0,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.8008,57.6861,742632008,732976102,716081568,0.987
PD_0048,PD_0048,OWM,Cercopithecidae,Trachypithecus,phayrei,crepuscula,Trachypithecus_phayrei_crepuscula,T.phayrei_crepuscula,Trachypithecus_phayrei_ssp,Trachypithecus_francoisi,F,2647069419,82844472.0,144527659.0,0.0,1129609.0,0.0,102000000000.0,5067637080.0,1619287.0,2630639514,141161152.0,127876.0,0.9938,0.9767,0.1132,0.9926,0.1159,1.0,0.9926,0.9,0.9,True,38.7093,35.8997,12.6629,38.565,0.9274,F,chrX,2487425846,125764939.0,9816619,2417619,9853853,402654,282895.0,,56530.0,429677.0,,16946.0,0.0009719,0.0004495,0.462468,0.0039615,0.0034165,,0.8624354,0.0001619,0.0001347,0.0044474,Trachypithecus_francoisi_ssp4,0.0,True,0.0043541,0.0044474,0.0044697,0.9942,0.9942,0.9945,0.0,-1.3333,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.0741,56.7448,782881346,763465195,740284484,0.975
PD_0049,PD_0049,APE,Hylobatidae,Hylobates,muelleri,ssp,Hylobates_muelleri_ssp,H.muelleri_ssp,Hylobates_muelleri_ssp,Hylobates_pileatus,M,2676710348,18752101.0,155938858.0,0.0,,,110000000000.0,3372346026.0,,2632786620,151303800.0,,0.9836,0.9703,,0.9829,,1.0,0.9829,0.9,0.9,True,41.6794,22.2886,,40.6255,0.5348,M,chrX,2330744782,127590731.0,0,6589274,12876249,372429,,0.0,,,709561.0,0.0,0.0028271,,,0.0055245,,0.0055612,,0.0001598,0.0,0.0069381,Hylobates_pileatus_ssp3,0.0,True,0.0069334,0.0069437,0.0069636,0.9828,0.9832,0.9836,-0.1848,0.5625,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.4637,55.5688,837591706,812314333,787053092,0.97
PD_0050,PD_0050,APE,Hylobatidae,Hylobates,agilis,ssp,Hylobates_agilis_ssp,H.agilis_ssp,Hylobates_agilis_ssp,Hylobates_pileatus,F,2676710348,18752101.0,155938858.0,0.0,,,110000000000.0,5925392383.0,,2632328960,145630050.0,,0.9834,0.9339,,0.9807,,1.0,0.9807,0.9,0.9,True,41.7257,40.688,,41.6713,0.9751,F,chrX,2344657815,126850252.0,2874026,6260229,13163450,462783,116437.0,,239891.0,568850.0,,35090.0,0.00267,0.0018911,0.7082912,0.0056142,0.0044844,,0.7987597,0.0001974,0.0002766,0.0069492,Hylobates_pileatus_ssp3,0.0,True,0.0069334,0.0069437,0.0069636,0.9828,0.9832,0.9836,0.1848,0.3125,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.5453,55.6503,849558642,825399519,800474028,0.972
PD_0051,PD_0051,APE,Hylobatidae,Nomascus,gabriellae,ssp,Nomascus_gabriellae_ssp,N.gabriellae_ssp,Nomascus_gabriellae_ssp,Nomascus_leucogenys,F,2602686925,100534466.0,140746521.0,0.0,,,105000000000.0,5595752234.0,,2580148295,138766816.0,,0.9913,0.9859,,0.9911,,0.9947,0.9964,0.9,0.9,True,40.5726,40.3249,,40.56,0.9939,F,chrX,2478543492,132874146.0,0,3981017,7318709,178014,0.0,,118502.0,296015.0,,9296.0,0.0016062,0.0008918,0.5552489,0.0029528,0.0022278,,0.7544584,7.18e-05,7e-05,0.0037559,Nomascus_leucogenys_ssp3,0.0,True,0.0035204,0.0037159,0.0037359,0.9915,0.9917,0.9918,0.1857,-1.1429,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.6812,57.9433,866795026,853171139,837564906,0.984
PD_0052,PD_0052,OWM,Cercopithecidae,Presbytis,comata,ssp,Presbytis_comata_ssp,P.comata_ssp,Presbytis_comata_ssp,Rhinopithecus_roxellana,F,2793868452,74343137.0,154578353.0,0.0,15569615.0,0.0,110000000000.0,5827144003.0,318701097.0,2664738470,145043996.0,4260460.0,0.9538,0.9383,0.2736,0.9494,0.2916,0.9999,0.9495,0.9,0.9,True,41.2198,40.175,74.8044,41.2168,0.9747,F,chrX,2351826516,124606915.0,0,3040867,29811368,459488,0.0,,73168.0,1405511.0,,23979.0,0.001293,0.0005872,0.454137,0.0126758,0.0112796,,0.8898473,0.0001954,0.0001924,0.0133223,Rhinopithecus_roxellana_ssp5,0.0,True,0.0133179,0.0133194,0.0133209,0.954,0.9542,0.9545,1.0,-1.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,54.3598,55.5394,864145584,827116685,787077636,0.957
PD_0053,PD_0053,OWM,Cercopithecidae,Trachypithecus,auratus,ssp,Trachypithecus_auratus_ssp,T.auratus_ssp,Trachypithecus_auratus_ssp,Trachypithecus_francoisi,M,2647069419,82844472.0,144527659.0,0.0,1129609.0,0.0,90011805956.0,2352205105.0,17002796.0,2631595649,140498464.0,1060748.0,0.9942,0.9721,0.939,0.993,0.966,1.0,0.993,0.9,0.9,True,34.2043,16.7419,16.0291,33.3126,0.4895,M,chrX,2483502688,125076171.0,1734559,2675758,9483568,270857,,42730.0,,,432883.0,2371.0,0.0010774,,,0.0038186,,0.003461,,0.0001091,1.9e-05,0.0043573,Trachypithecus_francoisi_ssp4,0.0,True,0.0043541,0.0044474,0.0044697,0.9942,0.9942,0.9945,-0.7799,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.9563,56.5273,674718032,658001930,636883068,0.975
PD_0054,PD_0054,OWM,Cercopithecidae,Trachypithecus,francoisi,ssp,Trachypithecus_francoisi_ssp,T.francoisi_ssp,Trachypithecus_francoisi_ssp,Trachypithecus_francoisi,M,2647069419,82844472.0,144527659.0,0.0,1129609.0,0.0,93867881967.0,2423379823.0,18494271.0,2642254516,142315444.0,1110781.0,0.9982,0.9847,0.9833,0.9975,0.9986,1.0,0.9975,0.9,0.9,True,35.5257,17.0282,16.6498,34.5731,0.4793,M,chrX,2553047541,130492752.0,4570847,2210918,919720,226534,,178231.0,,,61184.0,3211.0,0.000866,,,0.0003602,,0.0004689,,8.87e-05,2.46e-05,0.0007932,Trachypithecus_francoisi_ssp1,0.0,True,0.0007965,0.0008194,0.0008647,0.9975,0.9976,0.9977,-0.3839,3.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.5028,57.0183,709565158,699895247,688312968,0.986
PD_0055,PD_0055,OWM,Cercopithecidae,Colobus,polykomos,ssp,Colobus_polykomos_ssp,C.polykomos_ssp,Colobus_polykomos_ssp,Colobus_guereza,F,2762769556,50308859.0,155790760.0,0.0,7795676.0,0.0,85098787805.0,4304379316.0,15382862.0,2646024120,139885340.0,856536.0,0.9577,0.8979,0.1099,0.9523,0.1224,0.9996,0.9527,0.9,0.9,False,32.161,30.7708,17.9594,32.0869,0.9568,F,chrX,2408967155,123814006.0,0,6062208,8193331,391179,0.0,,166354.0,347939.0,,26633.0,0.0025165,0.0013436,0.5339044,0.0034012,0.0028102,,0.8262352,0.0001624,0.0002151,0.0046594,Colobus_guereza_ssp2,0.0,False,,,,,,,,,,False,True,fail,,ok,,fail,,,fail,,,,,,,,,55.1634,55.595,676707732,658287437,638500386,0.973
PD_0056,PD_0056,OWM,Cercopithecidae,Colobus,guereza,ssp,Colobus_guereza_ssp,C.guereza_ssp,Colobus_guereza_ssp,Colobus_guereza,M,2762769556,50308859.0,155790760.0,0.0,7795676.0,0.0,91817633533.0,2466194325.0,79071830.0,2655534176,140725293.0,4101832.0,0.9612,0.9033,0.5262,0.9569,0.5825,0.9996,0.9573,0.9,0.9,True,34.576,17.5249,19.2772,33.6967,0.5069,M,chrX,2458919315,126972193.0,4539920,3334555,4521561,462979,,150804.0,,,205456.0,8009.0,0.0013561,,,0.0018388,,0.0016181,,0.0001883,6.31e-05,0.0025169,Colobus_guereza_ssp1,0.0,True,0.0025022,0.0025106,0.0025124,0.9627,0.9633,0.9638,0.6253,-1.9091,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,55.0418,55.3926,726377682,709281153,689707776,0.976
PD_0057,PD_0057,OWM,Cercopithecidae,Mandrillus,sphinx,ssp,Mandrillus_sphinx_ssp,M.sphinx_ssp,Mandrillus_sphinx_ssp,Mandrillus_sphinx,M,2657108753,36464580.0,149088476.0,0.0,1262967.0,0.0,111000000000.0,3273888883.0,27306727.0,2577396120,141965508.0,1193538.0,0.97,0.9522,0.945,0.969,0.9924,0.9703,0.9987,0.9,0.9,True,42.9351,23.0612,22.8788,41.8893,0.5371,M,chrX,2434279792,132531787.0,3664623,10778079,5700649,587843,,1964.0,,,222346.0,1259.0,0.0044276,,,0.0023418,,0.0016777,,0.0002415,9.5e-06,0.0045556,Mandrillus_sphinx_ssp1,0.0,True,0.0028863,0.0034428,0.0039992,0.9709,0.9718,0.9726,1.0,-1.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.9179,57.0544,858390268,835923474,798283570,0.974
PD_0058,PD_0058,OWM,Cercopithecidae,Cercopithecus,neglectus,ssp,Cercopithecus_neglectus_ssp,C.neglectus_ssp,Cercopithecus_neglectus_ssp,Cercopithecus_mitis,M,2003262358,558554759.0,124140858.0,0.0,,,75191646178.0,2524460894.0,,1969653839,121679857.0,,0.9832,0.9802,,0.983,,0.9911,0.9918,0.9,0.9,True,38.1751,20.7467,,37.161,0.5435,M,chrX,1902897134,116130233.0,4250674,2658552,20717288,659109,,106871.0,,,1012220.0,7048.0,0.0013971,,,0.0108872,,0.0087162,,0.0003464,6.07e-05,0.0115858,Cercopithecus_mitis_ssp7,0.0,True,0.0115796,0.0115817,0.0115837,0.9833,0.9834,0.9835,1.0,-1.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.111,56.8941,804319806,754460552,708908254,0.938
PD_0059,PD_0059,OWM,Cercopithecidae,Cercopithecus,diana,ssp,Cercopithecus_diana_ssp,C.diana_ssp,Cercopithecus_diana_ssp,Cercopithecus_mitis,M,2003262358,558554759.0,124140858.0,0.0,,,81614163633.0,2743754256.0,,1965323991,121554455.0,,0.9811,0.9792,,0.981,,0.9911,0.9898,0.9,0.9,True,41.5271,22.5722,,40.423,0.5436,M,chrX,1880831146,112428381.0,0,8345680,17377700,576115,,0.0,,,966317.0,0.0,0.0044372,,,0.0092394,,0.008595,,0.0003063,0.0,0.011458,Cercopithecus_mitis_ssp6,0.0,True,0.0114592,0.0114604,0.0114616,0.9811,0.9811,0.9811,-1.0,0.0,,False,True,ok,ok,ok,ok,ok,,,ok,,,,,,,,,56.4806,57.3067,816781290,786470092,747092406,0.963
